ARREST_DATE,YEAR,MONTH,F,M,V,TOTAL,FELONY_RATIO,OPACITY
2010-09-14,2010,9,262,631,77,970,0.27010309278350500,0.27010309278350500
2010-09-15,2010,9,367,1110,99,1576,0.23286802030456900,0.23286802030456900
2010-09-16,2010,9,382,759,88,1229,0.31082180634662300,0.31082180634662300
2010-09-17,2010,9,286,866,114,1266,0.2259083728278040,0.2259083728278040
2010-09-18,2010,9,273,831,101,1205,0.22655601659751000,0.22655601659751000
2010-09-19,2010,9,148,571,48,767,0.19295958279009100,0.19295958279009100
2010-09-20,2010,9,194,514,74,782,0.24808184143222500,0.24808184143222500
2010-09-21,2010,9,264,938,101,1303,0.20260936300844200,0.20260936300844200
2010-09-22,2010,9,299,852,131,1282,0.23322932917316700,0.23322932917316700
2010-09-23,2010,9,257,880,120,1257,0.20445505171042200,0.20445505171042200
2010-09-24,2010,9,296,842,147,1285,0.23035019455252900,0.23035019455252900
2010-09-25,2010,9,242,772,89,1103,0.21940163191296500,0.21940163191296500
2010-09-26,2010,9,169,564,77,810,0.20864197530864200,0.20864197530864200
2010-09-27,2010,9,166,471,45,682,0.2434017595307920,0.2434017595307920
2010-09-28,2010,9,274,810,80,1164,0.23539518900343600,0.23539518900343600
2010-09-29,2010,9,322,1020,103,1445,0.22283737024221500,0.22283737024221500
2010-09-30,2010,9,281,750,68,1099,0.2556869881710650,0.2556869881710650
2010-10-01,2010,10,300,911,91,1302,0.2304147465437790,0.2304147465437790
2010-10-02,2010,10,282,973,95,1350,0.2088888888888890,0.2088888888888890
2010-10-03,2010,10,176,536,64,776,0.2268041237113400,0.2268041237113400
2010-10-04,2010,10,207,522,56,785,0.26369426751592400,0.26369426751592400
2010-10-05,2010,10,354,963,69,1386,0.2554112554112550,0.2554112554112550
2010-10-06,2010,10,438,1067,108,1613,0.27154370737755700,0.27154370737755700
2010-10-07,2010,10,327,982,121,1430,0.22867132867132900,0.22867132867132900
2010-10-08,2010,10,395,1023,120,1538,0.25682704811443400,0.25682704811443400
2010-10-09,2010,10,266,898,88,1252,0.2124600638977640,0.2124600638977640
2010-10-10,2010,10,164,582,72,818,0.20048899755501200,0.20048899755501200
2010-10-11,2010,10,159,559,63,781,0.20358514724711900,0.20358514724711900
2010-10-12,2010,10,319,946,89,1354,0.23559822747415100,0.23559822747415100
2010-10-13,2010,10,422,1020,123,1565,0.26964856230031900,0.26964856230031900
2010-10-14,2010,10,331,957,67,1355,0.24428044280442800,0.24428044280442800
2010-10-15,2010,10,322,955,97,1374,0.23435225618631700,0.23435225618631700
2010-10-16,2010,10,255,904,84,1243,0.20514883346741800,0.20514883346741800
2010-10-17,2010,10,199,568,59,826,0.24092009685230000,0.24092009685230000
2010-10-18,2010,10,214,549,49,812,0.26354679802955700,0.26354679802955700
2010-10-19,2010,10,307,942,93,1342,0.22876304023845000,0.22876304023845000
2010-10-20,2010,10,385,1047,100,1532,0.25130548302872100,0.25130548302872100
2010-10-21,2010,10,334,1032,114,1480,0.22567567567567600,0.22567567567567600
2010-10-22,2010,10,359,1021,91,1471,0.24405166553365100,0.24405166553365100
2010-10-23,2010,10,249,903,81,1233,0.20194647201946500,0.20194647201946500
2010-10-24,2010,10,170,554,68,792,0.21464646464646500,0.21464646464646500
2010-10-25,2010,10,190,586,74,850,0.2235294117647060,0.2235294117647060
2010-10-26,2010,10,348,922,87,1357,0.25644804716285900,0.25644804716285900
2010-10-27,2010,10,352,843,103,1298,0.2711864406779660,0.2711864406779660
2010-10-28,2010,10,323,991,107,1421,0.22730471498944400,0.22730471498944400
2010-10-29,2010,10,300,959,98,1357,0.2210759027266030,0.2210759027266030
2010-10-30,2010,10,202,743,102,1047,0.1929321872015280,0.1929321872015280
2010-10-31,2010,10,137,472,58,667,0.20539730134932500,0.20539730134932500
2010-11-01,2010,11,159,525,51,735,0.2163265306122450,0.2163265306122450
2010-11-02,2010,11,257,664,74,995,0.25829145728643200,0.25829145728643200
2010-11-03,2010,11,353,1044,109,1506,0.23439575033200500,0.23439575033200500
2010-11-04,2010,11,295,805,86,1186,0.2487352445193930,0.2487352445193930
2010-11-05,2010,11,362,974,122,1458,0.24828532235939600,0.24828532235939600
2010-11-06,2010,11,281,961,98,1340,0.20970149253731300,0.20970149253731300
2010-11-07,2010,11,141,500,46,687,0.2052401746724890,0.2052401746724890
2010-11-08,2010,11,194,484,64,742,0.261455525606469,0.261455525606469
2010-11-09,2010,11,291,902,85,1278,0.22769953051643200,0.22769953051643200
2010-11-10,2010,11,374,1003,102,1479,0.25287356321839100,0.25287356321839100
2010-11-11,2010,11,312,1036,79,1427,0.21864050455501100,0.21864050455501100
2010-11-12,2010,11,330,1020,102,1452,0.22727272727272700,0.22727272727272700
2010-11-13,2010,11,282,964,97,1343,0.2099776619508560,0.2099776619508560
2010-11-14,2010,11,159,557,58,774,0.2054263565891470,0.2054263565891470
2010-11-15,2010,11,170,557,64,791,0.21491782553729500,0.21491782553729500
2010-11-16,2010,11,301,819,73,1193,0.25230511316010100,0.25230511316010100
2010-11-17,2010,11,317,994,91,1402,0.2261055634807420,0.2261055634807420
2010-11-18,2010,11,380,1088,105,1573,0.24157660521296900,0.24157660521296900
2010-11-19,2010,11,377,1045,114,1536,0.24544270833333300,0.24544270833333300
2010-11-20,2010,11,205,932,57,1194,0.17169179229480700,0.17169179229480700
2010-11-21,2010,11,163,585,57,805,0.20248447204968900,0.20248447204968900
2010-11-22,2010,11,197,581,56,834,0.23621103117506000,0.23621103117506000
2010-11-23,2010,11,355,900,93,1348,0.263353115727003,0.263353115727003
2010-11-24,2010,11,228,721,89,1038,0.21965317919075100,0.21965317919075100
2010-11-25,2010,11,73,194,11,278,0.26258992805755400,0.26258992805755400
2010-11-26,2010,11,223,788,64,1075,0.20744186046511600,0.20744186046511600
2010-11-27,2010,11,187,797,70,1054,0.1774193548387100,0.1774193548387100
2010-11-28,2010,11,153,550,55,758,0.20184696569920800,0.20184696569920800
2010-11-29,2010,11,187,533,71,791,0.23640960809102400,0.23640960809102400
2010-11-30,2010,11,257,682,86,1025,0.25073170731707300,0.25073170731707300
2010-12-01,2010,12,288,791,68,1147,0.25108979947689600,0.25108979947689600
2010-12-02,2010,12,355,932,89,1376,0.25799418604651200,0.25799418604651200
2010-12-03,2010,12,257,974,83,1314,0.19558599695586000,0.19558599695586000
2010-12-04,2010,12,249,863,79,1191,0.20906801007556700,0.20906801007556700
2010-12-05,2010,12,161,545,45,751,0.21438082556591200,0.21438082556591200
2010-12-06,2010,12,169,490,64,723,0.23374827109266900,0.23374827109266900
2010-12-07,2010,12,309,871,88,1268,0.24369085173501600,0.24369085173501600
2010-12-08,2010,12,374,999,90,1463,0.2556390977443610,0.2556390977443610
2010-12-09,2010,12,264,780,83,1127,0.23425022182786200,0.23425022182786200
2010-12-10,2010,12,272,963,77,1312,0.2073170731707320,0.2073170731707320
2010-12-11,2010,12,243,826,60,1129,0.21523472099202800,0.21523472099202800
2010-12-12,2010,12,113,466,41,620,0.18225806451612900,0.18225806451612900
2010-12-13,2010,12,189,533,57,779,0.24261874197689300,0.24261874197689300
2010-12-14,2010,12,214,803,64,1081,0.19796484736355200,0.19796484736355200
2010-12-15,2010,12,275,848,79,1202,0.22878535773710500,0.22878535773710500
2010-12-16,2010,12,238,718,80,1036,0.22972972972973000,0.22972972972973000
2010-12-17,2010,12,274,952,91,1317,0.20804859529233100,0.20804859529233100
2010-12-18,2010,12,245,858,57,1160,0.21120689655172400,0.21120689655172400
2010-12-19,2010,12,117,536,36,689,0.16981132075471700,0.16981132075471700
2010-12-20,2010,12,205,545,45,795,0.2578616352201260,0.2578616352201260
2010-12-21,2010,12,277,864,67,1208,0.2293046357615890,0.2293046357615890
2010-12-22,2010,12,277,875,76,1228,0.2255700325732900,0.2255700325732900
2010-12-23,2010,12,193,674,48,915,0.21092896174863400,0.21092896174863400
2010-12-24,2010,12,80,259,14,353,0.22662889518413600,0.22662889518413600
2010-12-25,2010,12,42,126,2,170,0.24705882352941200,0.24705882352941200
2010-12-26,2010,12,39,174,10,223,0.17488789237668200,0.17488789237668200
2010-12-27,2010,12,23,63,5,91,0.25274725274725300,0.25274725274725300
2010-12-28,2010,12,75,293,19,387,0.1937984496124030,0.1937984496124030
2010-12-29,2010,12,142,553,45,740,0.1918918918918920,0.1918918918918920
2010-12-30,2010,12,227,490,56,773,0.2936610608020700,0.2936610608020700
2010-12-31,2010,12,110,358,26,494,0.22267206477732800,0.22267206477732800
2011-01-01,2011,1,248,609,40,897,0.27647714604236300,0.27647714604236300
2011-01-02,2011,1,74,377,34,485,0.15257731958762900,0.15257731958762900
2011-01-03,2011,1,166,493,36,695,0.23884892086330900,0.23884892086330900
2011-01-04,2011,1,308,983,66,1357,0.22697126013264600,0.22697126013264600
2011-01-05,2011,1,373,1069,97,1539,0.24236517218973400,0.24236517218973400
2011-01-06,2011,1,322,1071,87,1480,0.21756756756756800,0.21756756756756800
2011-01-07,2011,1,324,934,71,1329,0.24379232505643300,0.24379232505643300
2011-01-08,2011,1,220,805,54,1079,0.20389249304912000,0.20389249304912000
2011-01-09,2011,1,163,531,31,725,0.22482758620689700,0.22482758620689700
2011-01-10,2011,1,198,559,43,800,0.2475,0.2475
2011-01-11,2011,1,313,869,70,1252,0.25,0.25
2011-01-12,2011,1,197,638,77,912,0.21600877192982500,0.21600877192982500
2011-01-13,2011,1,358,1106,87,1551,0.2308188265635070,0.2308188265635070
2011-01-14,2011,1,348,1020,95,1463,0.23786739576213300,0.23786739576213300
2011-01-15,2011,1,250,917,86,1253,0.19952114924182000,0.19952114924182000
2011-01-16,2011,1,140,526,44,710,0.19718309859154900,0.19718309859154900
2011-01-17,2011,1,194,689,59,942,0.2059447983014860,0.2059447983014860
2011-01-18,2011,1,234,744,73,1051,0.2226450999048530,0.2226450999048530
2011-01-19,2011,1,338,1080,121,1539,0.21962313190383400,0.21962313190383400
2011-01-20,2011,1,372,1060,109,1541,0.24140168721609300,0.24140168721609300
2011-01-21,2011,1,333,932,94,1359,0.24503311258278100,0.24503311258278100
2011-01-22,2011,1,214,993,81,1288,0.16614906832298100,0.16614906832298100
2011-01-23,2011,1,133,456,37,626,0.2124600638977640,0.2124600638977640
2011-01-24,2011,1,179,541,47,767,0.2333767926988270,0.2333767926988270
2011-01-25,2011,1,311,948,95,1354,0.22968980797636600,0.22968980797636600
2011-01-26,2011,1,290,736,104,1130,0.25663716814159300,0.25663716814159300
2011-01-27,2011,1,168,545,73,786,0.21374045801526700,0.21374045801526700
2011-01-28,2011,1,322,910,84,1316,0.24468085106383000,0.24468085106383000
2011-01-29,2011,1,237,877,80,1194,0.1984924623115580,0.1984924623115580
2011-01-30,2011,1,170,596,45,811,0.2096177558569670,0.2096177558569670
2011-01-31,2011,1,163,549,48,760,0.21447368421052600,0.21447368421052600
2011-02-01,2011,2,274,764,68,1106,0.24773960216998200,0.24773960216998200
2011-02-02,2011,2,260,868,79,1207,0.21541010770505400,0.21541010770505400
2011-02-03,2011,2,362,985,89,1436,0.2520891364902510,0.2520891364902510
2011-02-04,2011,2,370,1069,91,1530,0.24183006535947700,0.24183006535947700
2011-02-05,2011,2,215,946,77,1238,0.17366720516962800,0.17366720516962800
2011-02-06,2011,2,126,479,47,652,0.19325153374233100,0.19325153374233100
2011-02-07,2011,2,202,607,55,864,0.2337962962962960,0.2337962962962960
2011-02-08,2011,2,299,835,82,1216,0.24588815789473700,0.24588815789473700
2011-02-09,2011,2,377,1029,104,1510,0.24966887417218500,0.24966887417218500
2011-02-10,2011,2,361,1018,108,1487,0.24277067921990600,0.24277067921990600
2011-02-11,2011,2,341,1069,111,1521,0.22419460880999300,0.22419460880999300
2011-02-12,2011,2,244,985,97,1326,0.18401206636500800,0.18401206636500800
2011-02-13,2011,2,171,633,57,861,0.1986062717770040,0.1986062717770040
2011-02-14,2011,2,139,550,51,740,0.18783783783783800,0.18783783783783800
2011-02-15,2011,2,343,967,88,1398,0.2453505007153080,0.2453505007153080
2011-02-16,2011,2,452,1107,103,1662,0.2719614921780990,0.2719614921780990
2011-02-17,2011,2,350,1165,115,1630,0.2147239263803680,0.2147239263803680
2011-02-18,2011,2,354,1185,141,1680,0.21071428571428600,0.21071428571428600
2011-02-19,2011,2,233,902,81,1216,0.19161184210526300,0.19161184210526300
2011-02-20,2011,2,133,579,43,755,0.176158940397351,0.176158940397351
2011-02-21,2011,2,185,601,55,841,0.21997621878715800,0.21997621878715800
2011-02-22,2011,2,296,917,72,1285,0.23035019455252900,0.23035019455252900
2011-02-23,2011,2,280,947,93,1320,0.21212121212121200,0.21212121212121200
2011-02-24,2011,2,272,896,88,1256,0.21656050955414000,0.21656050955414000
2011-02-25,2011,2,252,907,91,1250,0.2016,0.2016
2011-02-26,2011,2,236,905,68,1209,0.19520264681555000,0.19520264681555000
2011-02-27,2011,2,137,676,81,894,0.15324384787472000,0.15324384787472000
2011-02-28,2011,2,180,607,55,842,0.21377672209026100,0.21377672209026100
2011-03-01,2011,3,350,1027,81,1458,0.24005486968449900,0.24005486968449900
2011-03-02,2011,3,380,1122,66,1568,0.2423469387755100,0.2423469387755100
2011-03-03,2011,3,301,976,95,1372,0.2193877551020410,0.2193877551020410
2011-03-04,2011,3,350,1164,94,1608,0.21766169154228900,0.21766169154228900
2011-03-05,2011,3,246,1007,94,1347,0.18262806236080200,0.18262806236080200
2011-03-06,2011,3,144,571,46,761,0.18922470433639900,0.18922470433639900
2011-03-07,2011,3,197,592,46,835,0.23592814371257500,0.23592814371257500
2011-03-08,2011,3,316,1093,81,1490,0.21208053691275200,0.21208053691275200
2011-03-09,2011,3,421,1079,109,1609,0.26165320074580500,0.26165320074580500
2011-03-10,2011,3,256,860,72,1188,0.21548821548821500,0.21548821548821500
2011-03-11,2011,3,342,1128,117,1587,0.21550094517958400,0.21550094517958400
2011-03-12,2011,3,286,1028,77,1391,0.205607476635514,0.205607476635514
2011-03-13,2011,3,128,547,61,736,0.17391304347826100,0.17391304347826100
2011-03-14,2011,3,213,685,60,958,0.22233820459290200,0.22233820459290200
2011-03-15,2011,3,352,1025,88,1465,0.2402730375426620,0.2402730375426620
2011-03-16,2011,3,388,1070,97,1555,0.24951768488746000,0.24951768488746000
2011-03-17,2011,3,248,964,118,1330,0.18646616541353400,0.18646616541353400
2011-03-18,2011,3,275,868,91,1234,0.22285251215559200,0.22285251215559200
2011-03-19,2011,3,257,935,70,1262,0.20364500792393000,0.20364500792393000
2011-03-20,2011,3,154,627,45,826,0.1864406779661020,0.1864406779661020
2011-03-21,2011,3,166,549,48,763,0.21756225425950200,0.21756225425950200
2011-03-22,2011,3,318,1051,93,1462,0.21751025991792100,0.21751025991792100
2011-03-23,2011,3,303,903,87,1293,0.23433874709976800,0.23433874709976800
2011-03-24,2011,3,315,962,98,1375,0.2290909090909090,0.2290909090909090
2011-03-25,2011,3,338,1124,112,1574,0.21473951715374800,0.21473951715374800
2011-03-26,2011,3,197,835,85,1117,0.17636526410026900,0.17636526410026900
2011-03-27,2011,3,132,562,50,744,0.1774193548387100,0.1774193548387100
2011-03-28,2011,3,199,667,71,937,0.21237993596584800,0.21237993596584800
2011-03-29,2011,3,249,791,89,1129,0.22054915854738700,0.22054915854738700
2011-03-30,2011,3,334,970,104,1408,0.2372159090909090,0.2372159090909090
2011-03-31,2011,3,284,826,73,1183,0.2400676246830090,0.2400676246830090
2011-04-01,2011,4,338,1004,99,1441,0.23455933379597500,0.23455933379597500
2011-04-02,2011,4,318,1089,95,1502,0.21171770972037300,0.21171770972037300
2011-04-03,2011,4,164,610,53,827,0.19830713422007300,0.19830713422007300
2011-04-04,2011,4,214,676,72,962,0.22245322245322200,0.22245322245322200
2011-04-05,2011,4,309,940,96,1345,0.22973977695167300,0.22973977695167300
2011-04-06,2011,4,358,1078,101,1537,0.23292127521145100,0.23292127521145100
2011-04-07,2011,4,380,1175,101,1656,0.22946859903381600,0.22946859903381600
2011-04-08,2011,4,352,1096,126,1574,0.22363405336721700,0.22363405336721700
2011-04-09,2011,4,252,991,75,1318,0.19119878603945400,0.19119878603945400
2011-04-10,2011,4,171,607,63,841,0.20332936979786000,0.20332936979786000
2011-04-11,2011,4,246,671,69,986,0.24949290060851900,0.24949290060851900
2011-04-12,2011,4,322,893,90,1305,0.2467432950191570,0.2467432950191570
2011-04-13,2011,4,394,1008,101,1503,0.26214238190286100,0.26214238190286100
2011-04-14,2011,4,364,1129,110,1603,0.22707423580786000,0.22707423580786000
2011-04-15,2011,4,354,1153,126,1633,0.21677893447642400,0.21677893447642400
2011-04-16,2011,4,206,729,58,993,0.20745216515609300,0.20745216515609300
2011-04-17,2011,4,139,541,49,729,0.1906721536351170,0.1906721536351170
2011-04-18,2011,4,202,594,42,838,0.24105011933174200,0.24105011933174200
2011-04-19,2011,4,307,951,95,1353,0.2269031781226900,0.2269031781226900
2011-04-20,2011,4,380,1112,100,1592,0.23869346733668300,0.23869346733668300
2011-04-21,2011,4,309,1015,98,1422,0.21729957805907200,0.21729957805907200
2011-04-22,2011,4,293,999,95,1387,0.21124729632299900,0.21124729632299900
2011-04-23,2011,4,217,801,64,1082,0.20055452865064700,0.20055452865064700
2011-04-24,2011,4,114,374,35,523,0.2179732313575530,0.2179732313575530
2011-04-25,2011,4,210,566,50,826,0.2542372881355930,0.2542372881355930
2011-04-26,2011,4,297,903,87,1287,0.23076923076923100,0.23076923076923100
2011-04-27,2011,4,309,813,93,1215,0.254320987654321,0.254320987654321
2011-04-28,2011,4,271,928,89,1288,0.21040372670807500,0.21040372670807500
2011-04-29,2011,4,290,993,100,1383,0.2096890817064350,0.2096890817064350
2011-04-30,2011,4,215,742,81,1038,0.2071290944123310,0.2071290944123310
2011-05-01,2011,5,151,487,63,701,0.21540656205420800,0.21540656205420800
2011-05-02,2011,5,191,616,62,869,0.21979286536248600,0.21979286536248600
2011-05-03,2011,5,358,1035,89,1482,0.24156545209176800,0.24156545209176800
2011-05-04,2011,5,358,942,82,1382,0.2590448625180900,0.2590448625180900
2011-05-05,2011,5,368,1003,127,1498,0.24566088117490000,0.24566088117490000
2011-05-06,2011,5,306,1055,103,1464,0.20901639344262300,0.20901639344262300
2011-05-07,2011,5,251,837,85,1173,0.21398124467178200,0.21398124467178200
2011-05-08,2011,5,121,447,58,626,0.19329073482428100,0.19329073482428100
2011-05-09,2011,5,260,674,63,997,0.26078234704112300,0.26078234704112300
2011-05-10,2011,5,330,1017,92,1439,0.2293259207783180,0.2293259207783180
2011-05-11,2011,5,376,1125,114,1615,0.23281733746130000,0.23281733746130000
2011-05-12,2011,5,379,1040,86,1505,0.25182724252491700,0.25182724252491700
2011-05-13,2011,5,328,1104,99,1531,0.21423905943827600,0.21423905943827600
2011-05-14,2011,5,263,823,107,1193,0.22045264040234700,0.22045264040234700
2011-05-15,2011,5,161,502,66,729,0.22085048010973900,0.22085048010973900
2011-05-16,2011,5,224,581,48,853,0.26260257913247400,0.26260257913247400
2011-05-17,2011,5,327,911,67,1305,0.25057471264367800,0.25057471264367800
2011-05-18,2011,5,330,968,91,1389,0.23758099352051800,0.23758099352051800
2011-05-19,2011,5,318,987,116,1421,0.22378606615059800,0.22378606615059800
2011-05-20,2011,5,357,967,114,1438,0.2482614742698190,0.2482614742698190
2011-05-21,2011,5,232,919,102,1253,0.18515562649640900,0.18515562649640900
2011-05-22,2011,5,137,565,69,771,0.17769130998703000,0.17769130998703000
2011-05-23,2011,5,228,582,56,866,0.2632794457274830,0.2632794457274830
2011-05-24,2011,5,408,996,102,1506,0.27091633466135500,0.27091633466135500
2011-05-25,2011,5,361,1013,118,1492,0.24195710455764100,0.24195710455764100
2011-05-26,2011,5,313,932,125,1370,0.22846715328467200,0.22846715328467200
